admiral_graf_spee_(azur_lane),アドミラル・グラーフ・シュペー（アズールレーン）
admire_vega_(umamusume),ベガを賞賛する（ウマ娘）
ado_(utaite),アドー（歌い手）
adult_neptune,大人のネプチューン
adventurer_(ff11),冒険者(ff11)
adventurer_(ff14),冒険者(ff14)
aegir_(azur_lane),エイギル（アズールレーン）
aegis_(persona),イージス（ペルソナ）
aerial_fireworks,空中花火
aerith_gainsborough,エアリス・ゲインズブール
aestus_estus,エストゥス・エストゥス
aether_(genshin_impact),エーテル（原神インパクト）
affectionate,愛情深い
afloat,浮かんでいる
african_wild_dog_(kemono_friends),アフリカンワイルドドッグ（けものフレンズ）
afro,アフロ
after_anal,アナルの後
after_bathing,入浴後
after_ejaculation,射精後
after_fellatio,フェラの後
after_kiss,キスの後
after_masturbation,マスターベーションの後
after_paizuri,パイズリ後
after_rape,レイプの後
after_sex,セックスの後
after_vaginal,膣後
afterglow,残光
afterimage,残像
against_fourth_wall,第四の壁に対して
against_glass,ガラスに対して
against_railing,手すりに対して
against_tree,木に対して
against_wall,壁に向かって
agano_(kancolle),阿賀野（艦これ）
agatsuma_zenitsu,我妻善逸
age_comparison,年齢比較
age_difference,年齢差
age_progression,年齢の進行
age_regression,年齢退行
aged_down,老けた
aged_up,年をとった
agnes_digital_(umamusume),アニエスデジタル（ウマ娘）
agnes_tachyon_(umamusume),アニエス・タキオン (ウマ娘)
agrias_oaks,アグリアス オークス
ahegao,アヘ顔
ahoge,アホ毛
ahoge_wag,アホ毛ワッグ
ahri_(league_of_legends),アーリ (リーグ・オブ・レジェンド)
ai_ai_gasa,アイアイガサ
aiba_yumi,相葉夕美
aida_mana,相田マナ
aiguillette,エギレット
aiming,狙う
aiming_at_viewer,視聴者を狙って
aino_megumi,愛乃めぐみ
aino_minako,愛野美奈子
ainu,アイヌ
ainu_clothes,アイヌの衣装
air_bubble,気泡
air_conditioner,エアコン
air_groove_(umamusume),エアグルーヴ（ウマ娘）
air_shakur_(umamusume),エアシャクール（ウマ娘）
aircraft,航空機
airfield_princess,飛行場のプリンセス
airplane,飛行機
airship,飛行船
aisaka_taiga,逢坂大河
aisha_landar,アイシャ・ランダー
ajirogasa,網代笠
ak-12_(girls'_frontline),ak-12（ドールズフロントライン）
ak-47,AK 47
akaboshi_koume,赤星小梅
akagi_(azur_lane),赤城（アズールレーン）
akagi_(kancolle),赤城（艦これ）
akagi_miria,赤城みりあ
akai_haato,赤い波あと
akai_haato_(1st_costume),あかいはあと(1stコスチューム)
akali,アカリ
akamatsu_kaede,赤松楓
akanbe,あかんべ
akane_(blue_archive),アカネ（ブルーアーカイブ）
akane_(bunny)_(blue_archive),アカネ（バニー）（ブルーアーカイブ）
akari_(pokemon),アカリ（ポケモン）
akashi_(azur_lane),明石（アズールレーン）
akashi_(kancolle),明石（艦これ）
akatsuki_(kancolle),暁（艦これ）
akatsuki_kirika,暁キリカ
akaza_akari,あかざあかり
akebono_(kancolle),あけぼの（艦これ）
akemi_homura,暁美ほむら
akeome,アケオメ
aki_(girls_und_panzer),アキ（ガールズ＆パンツァー）
aki_minoriko,あきみのりこ
aki_rosenthal,アキ・ローゼンタール
aki_shizuha,静葉アキ
akigumo_(kancolle),秋雲 (艦これ)
akita_neru,秋田ねる
akitsu_maru_(kancolle),秋津丸 (艦これ)
akitsushima_(kancolle),秋津島 (艦これ)
akiyama_mio,秋山澪
akiyama_mizuki,秋山瑞希
akiyama_yukari,秋山ゆかり
akizuki_(kancolle),秋月（艦これ）
akizuki_ritsuko,秋月律子
akizuki_ryo,秋月涼
ako_(blue_archive),アコ（ブルーアーカイブ）
ako_(dress)_(blue_archive),ako (ドレス) (ブルーアーカイブ)
akuma_homura,悪魔ほむら
alarm_clock,目覚まし時計
alastor_(shakugan_no_shana),アラストール（灼眼のシャナ）
albedo_(genshin_impact),アルベド（原神）
albedo_(overlord),アルベド（オーバーロード）
albino,アルビノ
album_cover,アルバムカバー
alcohol,アルコール
alcremie,アルクレミー
alear_(female)_(fire_emblem),アレアー（女性）（ファイアーエムブレム）
alear_(fire_emblem),アレアー（ファイアーエムブレム）
alena_(dq4),アリーナ（dq4）
alhaitham_(genshin_impact),アルハイサム（原神）
alice_(alice_in_wonderland),アリス（不思議の国のアリス）
alice_(alice_in_wonderland)_(cosplay),アリス（不思議の国のアリス）（コスプレ）
alice_cartelet,アリス・カータレット
alice_margatroid,アリス・マーガトロイド
alice_margatroid_(pc-98),アリス・マーガトロイド (PC-98)
alice_zuberg,アリス・ズバーグ
alien,エイリアン
alina_gray,アリーナ・グレイ
alisa_(girls_und_panzer),アリサ（ガールズ＆パンツァー）
alisa_ilinichina_amiella,アリサ・イリニチナ・アミエーラ
all_fours,四つん這い
alley,路地
allister_(pokemon),アリスター (ポケモン)
alolan_vulpix,アローラロコン
alpaca_ears,アルパカの耳
alpaca_suri_(kemono_friends),アルパカ スリ（けものフレンズ）
alphes_(style),アルフェス (スタイル)
alphonse_elric,アルフォンス・エルリック
altaria,アルタリア
altera_(fate),アルテラ（運命）
alternate_breast_size,代替の胸のサイズ
alternate_color,代替色
alternate_costume,代替コスチューム
alternate_eye_color,代わりの目の色
alternate_form,代替形式
alternate_hair_color,代替の髪の色
alternate_hair_length,交互の髪の長さ
alternate_hair_ornament,代替髪飾り
alternate_hairstyle,別の髪型
alternate_headwear,代替の帽子
alternate_legwear,代替レッグウェア
alternate_muscle_size,代替筋肉サイズ
alternate_pectoral_size,代替胸部サイズ
alternate_skin_color,代わりの肌の色
alternate_universe,別の世界
alternate_weapon,代替武器
alternate_wings,交互の翼
amagi_(azur_lane),天城（アズールレーン）
amagi_(kancolle),天城（艦これ）
amagi_yukiko,天城雪子
amami_haruka,天海はるか
amami_rantaro,天海乱太郎
amamiya_kokoro,雨宮こころ
amamiya_ren,雨宮蓮
amane_kanata,天音かなた
amane_kanata_(1st_costume),天音かなた（1stコスチューム）
amane_kanata_(work),天音かなた（作品）
amanogawa_kirara,天ノ川きらら
amatsukaze_(kancolle),天津風（艦これ）
amber_(genshin_impact),アンバー（原神）
ambiguous_gender,曖昧な性別
ambiguous_red_liquid,曖昧な赤い液体
ame-chan_(needy_girl_overdose),アメちゃん（困った女の子の過剰摂取）
america_(hetalia),アメリカ（ヘタリア）
american_flag,アメリカの国旗
american_flag_bikini,アメリカ国旗ビキニ
american_flag_dress,アメリカの国旗のドレス
american_flag_legwear,アメリカの国旗レッグウェア
american_flag_print,アメリカ国旗プリント
amestris_military_uniform,アメストリス軍服
amiya_(arknights),アーミヤ（アークナイツ）
ammunition,弾薬
ammunition_belt,弾薬ベルト
ammunition_pouch,弾薬ポーチ
amplifier,増幅器
amputee,切断者
amulet,お守り
amusement_park,遊園地
amy_rose,エイミー・ローズ
an-94_(girls'_frontline),an-94（ドールズフロントライン）
anal,アナル
anal_beads,アナルビーズ
anal_fingering,アナル指入れ
anal_fluid,肛門液
anal_hair,肛門の毛
anal_object_insertion,アナル異物挿入
anal_tail,アナルテール
analog_clock,アナログ時計
anastasia_(fate),アナスタシア（運命）
anastasia_(idolmaster),アナスタシア（アイドルマスター）
anchor,アンカー
anchor_choker,アンカーチョーカー
anchor_earrings,アンカーイヤリング
anchor_hair_ornament,アンカーの髪飾り
anchor_necklace,アンカーネックレス
anchor_print,アンカープリント
anchor_symbol,アンカー記号
anchovy_(girls_und_panzer),アンチョビ（ガールズ＆パンツァー）
ancient_greek_clothes,古代ギリシャの衣装
andira_(granblue_fantasy),アンディラ（グランブルーファンタジー）
andou_(girls_und_panzer),安藤（ガールズ＆パンツァー）
androgyne_symbol,アンドロゲンのシンボル
androgynous,中性的な
android,アンドロイド
android_18,アンドロイド18
android_21,アンドロイド21
anegasaki_nene,姉ヶ崎寧々
anemone_(flower),アネモネ（花）
ange_katrina,アンジュ・カトリーナ
angel,天使
angel_(kof),天使（kof）
angel_and_devil,天使と悪魔
angel_devil_(chainsaw_man),天使悪魔（チェンソーマン）
angel_wings,天使の翼
angela_(project_moon),アンジェラ（プロジェクトムーン）
angela_balzac,アンジェラ・バルザック
angelina_(arknights),アンジェリーナ（アークナイツ）
anger_vein,怒りの静脈
anglerfish,アンコウ
angora_rabbit,アンゴラウサギ
angry,怒り
anila_(granblue_fantasy),アニラ（グランブルーファンタジー）
anilingus,アニリングス
animal,動物
animal_bag,動物バッグ
animal_collar,動物の首輪
animal_costume,動物の衣装
animal_ear_fluff,動物の耳の綿毛
animal_ear_hairband,獣耳ヘアバンド
animal_ear_headphones,獣耳ヘッドフォン
animal_ear_headwear,動物の耳の帽子
animal_ear_legwear,獣耳レッグウェア
animal_ear_piercing,獣耳ピアス
animal_ears,動物の耳
animal_feet,動物の足
animal_focus,動物の焦点
animal_hands,動物の手
animal_hat,動物の帽子
animal_head,動物の頭
animal_hood,動物のフード
animal_hug,動物の抱擁
animal_nose,動物の鼻
animal_on_arm,腕に乗った動物
animal_on_hand,手持ちの動物
animal_on_head,頭の上の動物
animal_on_lap,膝の上の動物
animal_on_shoulder,肩に乗った動物
animal_penis,動物のペニス
animal_print,動物柄
animal_skull,動物の頭蓋骨
animal_slippers,動物のスリッパ
animalization,動物化
anime_coloring,アニメぬりえ
animification,アニメ化
anis_(nikke),アニス（ニッケ）
anjou_naruko,安城鳴子
ankh,アンク
ankle_boots,アンクルブーツ
ankle_bow,足首の弓
ankle_cuffs,足首の袖口
ankle_garter,アンクルガーター
ankle_grab,足首のグラブ
ankle_lace-up,足首レースアップ
ankle_ribbon,足首のリボン
ankle_socks,アンクルソックス
ankle_strap,アンクルストラップ
ankle_wrap,足首ラップ
ankleband,アンクルバンド
anklet,アンクレット
anna_(frozen),アンナ（冷凍）
annette_fantine_dominic,アネット・ファンティーヌ・ドミニク
annie_leonhart,アニー・レオンハート
anniversary,記念日
announcement_celebration,発表のお祝い
annoyed,イライラした
antenna_hair,アンテナの毛
antennae,アンテナ
anti-aircraft,対空
anti-aircraft_gun,対空砲
anti-materiel_rifle,対物ライフル
antique_firearm,アンティーク銃
antique_phone,アンティーク電話
antlers,枝角
anus,肛門
anus_peek,肛門のぞき見
anya_(spy_x_family),アーニャ（スパイ×ファミリー）
anzio_military_uniform,アンツィオ軍服
anzio_school_uniform,アンツィオの制服
aoba_(kancolle),青葉（艦これ）
aoba_moca,青葉モカ
aoki_reika,青木れいか
aono_miki,青野ミキ
aoyagi_touya,青柳冬弥
aozaki_aoko,蒼崎青子
apartment,アパート
apollo_justice,アポロの正義
apple,りんご
applying_makeup,化粧をする
april_fools,エイプリルフール
apron,エプロン
apron_lift,エプロンリフト
aqua_(konosuba),アクア（このすば）
aqua_background,水色の背景
aqua_bikini,アクアビキニ
aqua_bow,アクアカラーのボウ
aqua_bowtie,アクアカラーのボウタイ
aqua_bra,アクアカラーのブラ
aqua_dress,アクアカラーのドレス
aqua_eyes,アクアカラーのアイ
aqua_footwear,アクアカラーのフットウェア
aqua_gloves,アクアカラーのグローブ
aqua_hair,アクアカラーのヘア
aqua_hairband,アクアカラーのヘアバンド
aqua_headwear,アクアカラーのの帽子
aqua_jacket,アクアカラーのジャケット
aqua_kimono,アクアカラーの着物
aqua_leotard,アクアカラーのレオタード
aqua_nails,アクアカラーのネイル
aqua_neckerchief,アクアカラーのネッカチーフ
aqua_necktie,アクアカラーのネクタイ
aqua_panties,アクアカラーのパンティー
aqua_ribbon,アクアカラーのリボン
aqua_shirt,アクアカラーのシャツ
aqua_shorts,アクアカラーのショーツ
aqua_skirt,アクアカラーのスカート
aqua_theme,アクアカラーののテーマ
aquarium,水族館
aquila_(kancolle),アクイラ（艦これ）
ar-15,ar-15
ara_haan,アラ・ハーン
arabian_clothes,アラビアの服
arachne,アラクネ
aragaki_ayase,新垣あやせ
aragaki_shinjirou,荒垣真次郎
araki_hirohiko_(style),荒木飛呂彦（作風）
aran_sweater,アランセーター
aranara_(genshin_impact),アラナラ（原神）
araragi_karen,阿良々木火蓮
araragi_koyomi,阿良々木暦
araragi_tsukihi,阿良々木月火
arare_(kancolle),アラレ（艦これ）
arashi_(kancolle),嵐（艦これ）
arashio_(kancolle),荒潮（艦これ）
arataki_itto,あらたき一刀
arch,アーチ
arch_bishop_(ragnarok_online),アークビショップ（ラグナロクオンライン）
arched_back,アーチ状の背中
arched_bangs,アーチ状の前髪
archer_(fate),アーチャー（運命）
archery,アーチェリー
architecture,建築
arcueid_brunestud,アルクェイド・ブルネスタッド
areola_slip,乳輪スリップ
arezu_(pokemon),アレス（ポケモン）
argyle_background,アーガイルの背景
argyle_clothes,アーガイルの服
argyle_cutout,アーガイル柄の切り抜き
argyle_legwear,アーガイルレッグウェア
argyle_sweater,アーガイルセーター
aria_company_uniform,アリアカンパニーの制服
arima_kana,有馬かな
aris_(blue_archive),アリス（ブルーアーカイブ）
aris_(maid)_(blue_archive),アリス（メイド）（ブルーアーカイブ）
arisugawa_natsuha,有栖川夏葉
arjuna_(fate),アルジュナ（運命）
ark_royal_(kancolle),アークロイヤル（艦これ）
arle_nadja,アルル・ナジャ
arlecchino_(genshin_impact),アルレッキーノ (原神)
arm_above_head,頭の上の腕
arm_across_waist,腕を腰にかける
arm_armor,腕の鎧
arm_around_back,腕を後ろに回す
arm_around_neck,首に腕を回す
arm_around_shoulder,肩に腕を回す
arm_around_waist,腰に腕を回す
arm_at_side,腕を横に
arm_behind_back,腕を後ろに回す
arm_behind_head,頭の後ろの腕
arm_belt,アームベルト
arm_between_breasts,胸の間の腕
arm_between_legs,脚の間の腕
arm_blade,アームブレード
arm_cannon,アームキャノン
arm_cuffs,腕の袖口
arm_garter,アームガーター
arm_grab,腕を掴む
arm_guards,アームガード
arm_hair,腕の毛
arm_held_back,腕を抑えられる
arm_hug,腕の抱擁
arm_on_knee,膝の上に腕を置く
arm_over_head,腕を頭の上に置く
arm_rest,ひじかけ
arm_ribbon,腕のリボン
arm_strap,アームストラップ
arm_support,アームサポート
arm_tattoo,腕のタトゥー
arm_under_breasts,胸の下の腕
arm_up,腕を上げる
arm_warmers,アームウォーマー
arm_wrap,腕巻き
armband,腕章
armchair,肘掛け椅子
armin_arlert,アルミン・アルラート
armlet,腕輪
armor,鎧
armored_boots,装甲ブーツ
armored_dress,装甲ドレス
armored_leotard,装甲レオタード
armpit_crease,脇の下のしわ
armpit_cutout,脇の下のカットアウト
armpit_hair,わき毛
armpit_peek,脇の下のぞき見
armpit_sex,脇の下のセックス
armpits,脇の下
arms_around_neck,首に腕を回す
arms_around_waist,腰に腕を回す
arms_at_sides,腕を横に
arms_behind_back,腕を後ろに回す
arms_behind_head,頭の後ろの腕
arms_between_legs,脚の間の腕
arms_under_breasts,胸の下の腕
arms_up,手を上げて
army,軍
arona_(blue_archive),アロナ（ブルーアーカイブ）
aroused,興奮した
arrow_(projectile),矢（発射物）
arrow_(symbol),矢印（記号）
arrow_through_heart,心を貫く矢
art_brush,アートブラシ
art_nouveau,アール・ヌーボー
art_tools_in_frame,フレーム内のアートツール
arthropod_boy,節足動物の少年
arthropod_girl,節足動物の女の子
arthropod_limbs,節足動物の手足
arthur_pendragon_(fate),アーサー・ペンドラゴン（Fate）
artificial_eye,義眼
artificial_vagina,人工膣
artist_logo,アーティストのロゴ
artist_name,アーティスト名
artist_self-insert,アーティストの自己挿入
artistic_error,芸術的エラー
artoria_caster_(fate),アルトリアキャスター(Fate)
artoria_caster_(second_ascension)_(fate),アルトリア・キャスター(再臨)(Fate)
artoria_pendragon_(alter_swimsuit_rider)_(fate),アルトリア・ペンドラゴン(アルター水着ライダー)(Fate)
artoria_pendragon_(alter_swimsuit_rider)_(second_ascension)_(fate),アルトリア・ペンドラゴン(アルター水着ライダー)(再臨)(fate)
artoria_pendragon_(fate),アルトリア・ペンドラゴン(Fate)
artoria_pendragon_(lancer_alter)_(fate),アルトリア・ペンドラゴン(ランサーオルタ)(Fate)
artoria_pendragon_(lancer)_(fate),アルトリア・ペンドラゴン(ランサー)(Fate)
artoria_pendragon_(swimsuit_ruler)_(fate),アルトリア・ペンドラゴン(水着ルーラー)(Fate)
aru_(blue_archive),ある（ブルーアーカイブ）
arven_(pokemon),アーヴェン（ポケモン）
asa_no_ha_(pattern),朝の葉（柄）
asagumo_(kancolle),朝雲 (艦これ)
asahina_aoi,朝比奈あおい
asahina_mafuyu,朝比奈まふゆ
asahina_mikuru,朝比奈みくる
asahina_mirai,朝比奈みらい
asaka_karin,朝香果林
asakaze_(kancolle),朝風（艦これ）
asakura_ryouko,朝倉涼子
asakura_toru,朝倉透
asashimo_(kancolle),朝霜 (艦これ)
asashio_(kancolle),朝潮（艦これ）
asashio_kai_ni_(kancolle),朝潮改二 (艦これ)
asbel_lhant,アスベル・ラント
ascot,アスコット
ash_ketchum,アッシュケッチャム
ashford_academy_school_uniform,アシュフォードアカデミーの制服
ashido_mina,芦戸美奈
ashigara_(kancolle),足柄（艦これ）
ashiya_douman_(fate),芦屋道満(Fate)
ashtray,灰皿
asian,アジア人
asirpa,アシリパ
asphyxiation,窒息
ass,お尻
ass_cutout,お尻の切り欠き
ass_focus,お尻フォーカス
ass_grab,お尻を掴む
ass_ripple,お尻の波紋
ass_support,お尻のサポート
ass_visible_through_thighs,太ももから見えるお尻
ass-to-ass,尻から尻まで
assam_(girls_und_panzer),アッサム（ガールズ＆パンツァー）
assassin_(fate/zero),暗殺者（Fate/Zero）
assault_rifle,アサルトライフル
assault_visor,アサルトバイザー
assertive_female,自己主張の強い女性
assisted_exposure,補助露出
asticassia_school_uniform,アスティカシアの制服
astolfo_(fate),アストルフォ（運命）
astolfo_(saber)_(fate),アストルフォ(セイバー)(Fate)
astolfo_(sailor_paladin)_(fate),アストルフォ（セーラーパラディン）（Fate）
aston_machan_(umamusume),アストン・マッチャン（ウマ娘）
astronaut,宇宙飛行士
asui_tsuyu,あすいつゆ
asuka_(senran_kagura),アスカ（閃乱カグラ）
asuna_(blue_archive),アスナ(ブルーアーカイブ)
asuna_(bunny)_(blue_archive),アスナ（バニー）（ブルーアーカイブ）
asuna_(sao-alo),アスナ（サオアロ）
asuna_(sao),アスナ（SAO）
asymmetrical_bangs,非対称前髪
asymmetrical_clothes,非対称の服
asymmetrical_docking,非対称ドッキング
asymmetrical_footwear,非対称の靴
asymmetrical_gloves,非対称の手袋
asymmetrical_hair,非対称の髪
asymmetrical_horns,非対称ホーン
asymmetrical_legwear,非対称レッグウェア
asymmetrical_sidelocks,非対称サイドロック
asymmetrical_sleeves,非対称の袖
asymmetrical_wings,非対称の翼
atago_(azur_lane),愛宕（アズールレーン）
atago_(kancolle),愛宕（艦これ）
atago_(stunning_speedster)_(azur_lane),愛宕(見事なスピードスター)(アズールレーン)
atalanta_(fate),アタランタ（運命）
athletic_leotard,アスレチックレオタード
atlanta_(kancolle),アトランタ（艦これ）
atsuko_(blue_archive),あつこ（ブルーアーカイブ）
attack,攻撃
au_ra,オー・ラ
aubrey_(omori),オーブリー（大森）
audience,観客
audio_jack,オーディオジャック
aura,オーラ
aurora,オーロラ
aurora_(arknights),オーロラ（アークナイツ）
autobot,オートボット
autumn,秋
autumn_leaves,紅葉
averting_eyes,目をそらす
aviator_cap,アビエイターキャップ
aviator_sunglasses,飛行士のサングラス
axe,斧
ayanami_(azur_lane),綾波（アズールレーン）
ayanami_(kancolle),綾波 (艦これ)
ayanami_rei,綾波レイ
ayane_(doa),あやね（ドア）
ayase_eli,綾瀬エリ
ayatsuji_tsukasa,綾辻 司
azki_(hololive),あずき（ホロライブ）
azura_(fire_emblem),アズラ（ファイアーエムブレム）
azusa_(blue_archive),あずさ(ブルーアーカイブ)
baby,赤ちゃん
baby_bottle,哺乳瓶
babydoll,ベビードール
back,戻る
back_bow,バックリボン
back_cutout,背面のカットアウト
back_focus,バックフォーカス
back_tattoo,背中のタトゥー
back-print_panties,バックプリントパンティー
back-seamed_legwear,バックシームレッグウェア
back-to-back,続けて
backbeako,バックビーコ
backbeard,バックベアード
backboob,背乳
backless_dress,背中の開いたドレス
backless_leotard,背中の開いたレオタード
backless_outfit,背中の開いた衣装
backless_swimsuit,背中の開いた水着
backlighting,バックライト
backpack,バックパック
backwards_hat,後ろ向きの帽子
bacon,ベーコン
bad_anatomy,悪い解剖学
bad_end,バッドエンド
bad_feet,悪い足
bad_food,不味い食べ物
bad_hands,悪い手
bad_perspective,悪い視点
bad_proportions,悪いプロポーション
badge,バッジ
bag,バッグ
bag_charm,バッグチャーム
bag_of_chips,チップスの袋
bagged_fish,袋詰めされた魚
baggy_clothes,だぶだぶの服
baggy_pants,バギーパンツ
bagpipe_(arknights),バグパイプ（アークナイツ）
bags_under_eyes,目の下の袋
baguette,バゲット
baiken,バイケン
baking,ベーキング
bakugou_katsuki,爆豪勝己
balancing,バランスを取る
balcony,バルコニー
bald,ハゲた
ball,ボール
ball_and_chain_restraint,ボールとチェーンの拘束
ball_gag,ボールギャグ
ballerina,バレリーナ
ballet,バレエ
ballet_slippers,バレエシューズ
balloon,バルーン
ballpoint_pen_(medium),ボールペン（中）
baltimore_(azur_lane),ボルチモア（アズールレーン）
bamboo,竹
bamboo_broom,竹ほうき
bamboo_forest,竹林
bamboo_shoot,タケノコ
bamboo_steamer,せいろ
banana,バナナ
banana_peel,バナナの皮
band,バンド
band_uniform,バンドのユニフォーム
bandage_on_face,顔に包帯を巻く
bandage_over_one_eye,片目に包帯を巻く
bandaged_arm,包帯を巻いた腕
bandaged_fingers,包帯を巻いた指
bandaged_hand,包帯を巻いた手
bandaged_head,包帯を巻いた頭
bandaged_leg,包帯を巻いた足
bandaged_neck,包帯を巻いた首
bandaged_wrist,包帯を巻いた手首
bandages,包帯
bandaid,バンドエイド
bandaid_hair_ornament,絆創膏の髪飾り
bandaid_on_arm,腕の絆創膏
bandaid_on_cheek,頬に絆創膏
bandaid_on_face,顔に絆創膏を貼る
bandaid_on_forehead,額に絆創膏
bandaid_on_hand,手持ちの絆創膏
bandaid_on_head,頭に絆創膏
bandaid_on_knee,膝に絆創膏
bandaid_on_leg,足の絆創膏
bandaid_on_neck,首に絆創膏
bandaid_on_nose,鼻に絆創膏
bandaid_on_pussy,マンコに絆創膏
bandaids_on_nipples,乳首に絆創膏
bandana,バンダナ
bandeau,バンドー
bandolier,弾帯
bangle,バングル
bangs_pinned_back,前髪を後ろで留めている
banknote,紙幣
banner,バナー
baobhan_sith_(fate),バオハン・シス (運命)
baobhan_sith_(first_ascension)_(fate),バオハン・シス (初昇天) (運命)
baozi,包子
bar_(place),バー（場所）
bar_censor,バーセンサー
bar_stool,バースツール
bara,バラ
barbara_(genshin_impact),バーバラ（原神）
barbed_wire,有刺鉄線
barbell_piercing,バーベルピアス
barcode,バーコード
barcode_tattoo,バーコードタトゥー
bardiche,バルディッシュ
bare_arms,裸の腕
bare_back,裸の背中
bare_hips,裸の腰
bare_legs,裸足
bare_pectorals,裸の胸筋
bare_shoulders,裸の肩
bare_tree,裸の木
barefoot,裸足
barefoot_sandals_(jewelry),裸足サンダル（ジュエリー）
barghest_(fate),バーゲスト（運命）
barnaby_brooks_jr.,バーナビー・ブルックス・ジュニア
barrel,たる
barry_(pokemon),バリー（ポケモン）
bartender,バーテンダー
bartz_klauser,バーツ・クラウザー
baseball,野球
baseball_bat,野球用バット
baseball_cap,野球帽
baseball_mitt,野球のミット
baseball_uniform,野球のユニフォーム
basil_(omori),バジル（大森）
basket,バスケット
basketball,バスケットボール
basketball_(object),バスケットボール（オブジェクト）
basketball_uniform,バスケットボールのユニフォーム
bass_clef,ヘ音記号
bass_guitar,ベースギター
bat_(animal),コウモリ（動物）
bat_ears,コウモリの耳
bat_girl,バットガール
bat_hair_ornament,コウモリの髪飾り
bat_print,バットプリント
bat_wings,コウモリの翼
bath,バス
bath_stool,バススツール
bath_yukata,お風呂用浴衣
bathhouse,浴場
bathing,入浴
bathrobe,バスローブ
bathroom,バスルーム
bathtub,バスタブ
baton_(conducting),バトン（指揮）
baton_(weapon),バトン（武器）
battery_indicator,バッテリーインジケーター
battle,戦い
battle_axe,戦斧
battle_rifle,バトルライフル
battleship,戦艦
battleship_princess,戦艦姫
bayonet,銃剣
bayonetta,ベヨネッタ
bazett_fraga_mcremitz,バゼット・フラガ・マクレミッツ
bb_(fate),bb（運命）
